date	tau	Tb	pwv	lwp	iwp	o3	RHs	Ts
2021-11-13_12.00.00	0.03161296	12.45987	0.5909827385048015		1.6144000358991233e-06	270.3133095131755	7.164954104423581	-2.1318182255678266
2021-11-13_13.00.00	0.03232401	12.63304	0.6158383941125437		2.4843099889311034e-06	269.6484293583445	6.58978511340073	-1.4168896943398295
2021-11-13_14.00.00	0.03376999	12.98906	0.6639797169952434		7.057366799293984e-05	268.0104957570344	6.118075590406073	-0.8459741826877121
2021-11-13_15.00.00	0.03403067	13.07982	0.6662105483591109		0.0007736237173542346	265.35361768646715	6.438068911897452	-0.6916613913047627
2021-11-13_16.00.00	0.0346931	13.24273	0.6868453645256828		0.0012758001017141832	263.9573842489207	6.5669137144936105	-0.5653461258672792
2021-11-13_17.00.00	0.03368001	13.01382	0.6510886409190175		1.5680001196637447e-05	263.3491514068781	6.297330520498713	-0.2346363882374476
2021-11-13_18.00.00	0.03972533	14.59588	0.8093699703832231		0.002971859873754749	260.7116644335269	8.437045023099005	-0.007256593357283236
2021-11-13_19.00.00	0.04938842	17.06042	1.0675328327400004		0.0037800191461991803	260.61161977073095	11.437609207457347	-0.033086912801309154
2021-11-13_20.00.00	0.0601882	19.77944	1.344695007030245		0.00014882364555598768	262.8459877921691	14.00130564051037	-0.30345328718698283
2021-11-13_21.00.00	0.06582613	21.204	1.4705971220869358		0.0007502001376133066	262.5576894446926	16.223505526193975	-0.8430895180993616
2021-11-13_22.00.00	0.06779251	21.69813	1.5104379693062493		0.0002287402997576809	261.80210659520617	17.873620921605276	-1.1980547216870718
2021-11-13_23.00.00	0.05796623	19.31304	1.2392021419810333		0.00021959999401681275	262.1195474170016	23.6009662408068	-2.380763931219292
2021-11-14_00.00.00	0.04917848	17.11647	1.0158351033595596		3.38990037993239e-05	263.20459282417744	28.279835597146906	-3.2614176003127113
2021-11-14_01.00.00	0.04271836	15.4572	0.8563619229963801		2.7659999401681276e-05	263.76883281226736	27.647421094788548	-3.247788428282661
2021-11-14_02.00.00	0.03960891	14.58158	0.8046600053848685		0.0006423301522721154	264.62721453029627	21.19755980176784	-2.5242621034990407
2021-11-14_03.00.00	0.03901453	14.36102	0.8090794866425344		0.0013797998623866934	265.9557838320679	17.547885015410667	-2.333910838478573
2021-11-14_04.00.00	0.03630656	13.66628	0.7314326741855386		0.0003240171119155174	265.2578532082775	15.416460404129912	-2.2605681661572703
2021-11-14_05.00.00	0.03132572	12.39482	0.5877174140664732			266.9590963227631	11.566223143776506	-1.7594557795529226
2021-11-14_06.00.00	0.02967529	11.97832	0.5363349986537829		7.067998923026296e-06	267.60733958612474	9.816087212544126	-1.5314118334251816
2021-11-14_07.00.00	0.03008617	12.06078	0.5548272354683339			269.4848518683936	8.152057066640678	-1.2907368949435067
2021-11-14_08.00.00	0.02943799	11.84342	0.5487210937266281		0.00015618000418823107	268.9791945809141	5.636492139260095	-0.7497218658827478
