date	tau	Tb	pwv	lwp	iwp	o3	RHs	Ts
2021-11-15_00.00.00	0.05292944	18.44041	0.8410865468034823			274.62784725323803	9.208669877357083	8.647284225193346
2021-11-15_01.00.00	0.05179736	18.13795	0.818208633739193			274.3358270061039	8.919555620201573	8.68560242896939
2021-11-15_02.00.00	0.05154251	18.05736	0.8158710024830227			275.2959282417746	8.582294507277393	8.739122618745967
2021-11-15_03.00.00	0.05175884	18.11448	0.8208944864929547			276.81963674259345	8.871251796898187	8.59630023433516
2021-11-15_04.00.00	0.05235706	18.29169	0.8297295599365783			276.91748548459134	9.457562356670307	8.355281268501585
2021-11-15_05.00.00	0.05153844	18.08059	0.8102186854937624			275.8488164359089	9.755770570606872	8.304772134102564
2021-11-15_06.00.00	0.05059722	17.81907	0.7915373799623059			277.23574512431145	9.45214124363034	8.284125224154025
2021-11-15_07.00.00	0.05046843	17.74092	0.7972860262661919			279.5729492332887	9.038391032212182	8.239564137876812
2021-11-15_08.00.00	0.05106021	17.84419	0.8206602447123582			281.4813160637189	8.59891852677718	8.230998071587408
2021-11-15_09.00.00	0.05231391	18.14159	0.8536207257606127			281.2830132499628	8.747924141674282	8.07678783497056
2021-11-15_10.00.00	0.05226139	18.11371	0.8553666197983666			281.36132201875836	8.498016633309817	8.122438552131996
2021-11-15_11.00.00	0.05290162	18.25299	0.8755876985670267			282.799315170463	8.399914300694892	8.103640615156394
2021-11-15_12.00.00	0.05652063	19.0998	0.9769413946809465			284.3870403453923	8.194607880706142	8.143535128282792
2021-11-15_13.00.00	0.06032886	19.98912	1.0821551440452328			286.2922435611136	7.650505663130926	8.34651888385531
2021-11-15_14.00.00	0.06167443	20.31361	1.117411972357675			285.6112475807652	7.60547284042864	8.361732514197172
2021-11-15_15.00.00	0.05987402	19.87556	1.0725389655069255			285.68657882983473	7.392147257870741	8.488425984856008
2021-11-15_16.00.00	0.05707859	19.17355	1.0070610584258233			284.9475956528212	6.646987096439382	8.804638493364962
2021-11-15_17.00.00	0.05640026	19.02859	0.9867083495377987			283.3495235968438	6.766000804340329	8.763692449682196
2021-11-15_18.00.00	0.05581519	18.89646	0.9708879049869865			282.05590293285695	6.796324050083717	8.71935292853766
2021-11-15_19.00.00	0.05578078	18.87394	0.9729957818529931			281.83545481613817	6.756742267768496	8.691200318985693
2021-11-15_20.00.00	0.05511399	18.70107	0.9599240135220032			281.628554414173	6.95324277772338	8.656990679400565
2021-11-15_21.00.00	0.05495403	18.6641	0.9561881114069464			284.2168006550543	7.391514210403594	8.721025723677258
2021-11-15_22.00.00	0.05799	19.4683	1.0217671343524695			285.98421914545185	9.967850025336938	8.522790169602047
2021-11-15_23.00.00	0.05891522	19.70395	1.0444188829389416			287.0212520470448	10.527127759736162	8.589692951126779
2021-11-16_00.00.00	0.05790727	19.43455	1.0240655757321924			286.17794402262916	9.41741959798356	8.776659631959149
2021-11-16_01.00.00	0.05917147	19.78714	1.0486899811529602			284.9587985707905	10.333400940677196	8.634852879665232
2021-11-16_02.00.00	0.06186438	20.45854	1.1158360008376462			282.72956677087984	11.379903815467392	8.518411354686748
2021-11-16_03.00.00	0.06335702	20.85478	1.1482520118467108			281.9781152300134	12.380129840984335	8.350297545073147
2021-11-16_04.00.00	0.06372457	20.97939	1.1493942022915606			281.80620068482955	13.666285881805782	8.185735589019657
2021-11-16_05.00.00	0.06721027	21.91594	1.2163688036617104			281.57745273187436	16.888840463743545	7.803142541028365
2021-11-16_06.00.00	0.07133457	22.98863	1.3012175786041225			280.72789191603397	19.903950298902416	7.447059318540596
2021-11-16_07.00.00	0.07372536	23.6105	1.3489538397104137			280.3386184308471	20.77567720298848	7.250993668594788
2021-11-16_08.00.00	0.07490547	23.91281	1.371744697400305			280.1975956528212	20.940474396419663	7.158616256034406
2021-11-16_09.00.00	0.07416633	23.70845	1.3626894426661083			278.8226514813161	20.793947227913748	7.220607357526717
2021-11-16_10.00.00	0.07892699	24.91068	1.4659643402040266			277.1977445288075	22.362010660907995	7.030926868277106
2021-11-16_11.00.00	0.08553982	26.58037	1.599110000897478			278.0399359833259	25.107879502294967	6.595229793169153
2021-11-16_12.00.00	0.09041105	27.78898	1.695294223232716			279.06096471639125	27.943510918408148	6.075297434021593
2021-11-16_13.00.00	0.08881984	27.39192	1.6540129236844465			278.23678725621556	28.17136338881638	5.677577509504317
2021-11-16_14.00.00	0.079956	25.16689	1.4686116014000656			277.0200238201578	24.565674788697372	5.623274746669722
2021-11-16_15.00.00	0.08324161	26.01435	1.528817722200616		4.655999641008765e-05	274.9534390352836	25.49254885620544	5.414099581415883
2021-11-16_16.00.00	0.09121951	28.0163	1.6857986059173722		0.001200799952134502	273.34129819860055	28.819719766830552	5.201357190864144
2021-11-16_17.00.00	0.09870255	29.86511	1.832647261196039		0.004070000299159362	272.4836236415066	33.46296910961389	4.842645672248295
2021-11-16_18.00.00	0.09542721	29.07795	1.7611137703054416		0.0029140000598318725	272.71263212743787	34.06375793207788	4.793095809489898
2021-11-16_19.00.00	0.09113324	28.0694	1.6426852544350374		0.002618059951536183	271.6638752419235	35.18175257438	4.627894715744446
2021-11-16_20.00.00	0.1010639	30.56536	1.8118915846471415		0.00019906001136805576	270.42195176418045	35.480268918714	4.657018280212412
2021-11-16_21.00.00	0.1036585	31.19999	1.8586436114518203		0.0030156998833278485	269.91718773261874	34.54911184671685	4.78530693608343
2021-11-16_22.00.00	0.0952034	29.12098	1.6907425135369611		0.007810000897478086	270.16688998064615	34.42116391210328	4.608423708160046
