date	tau	Tb	pwv	lwp	iwp	o3	RHs	Ts
2021-12-02_12.00.00	0.1333895	36.42001	2.214125108445269	0.00010340401471864061	7.79631136506417e-05	332.8769912163168	69.09666896300085	-8.762502612779656
2021-12-02_13.00.00	0.1235407	34.26901	2.0070706315254134	0.00028793998863194424	6.561899063631196e-05	334.2854324847402	69.09423058980842	-8.869283069666267
2021-12-02_14.00.00	0.1178015	33.07908	1.7936225207167857	0.002401409938074012	0.0001220799952134502	333.88458389161826	68.40980161003502	-8.900520075963755
2021-12-02_15.00.00	0.1046605	30.10321	1.634915786639543	5.97230083465462e-05	6.913698507194782e-06	327.06163465832964	63.82747543752892	-8.827367027601667
2021-12-02_16.00.00	0.09978292	28.97541	1.5553726029856103	2.468000119663745e-06	7.297998623866933e-08	313.36340628256664	59.77685850268348	-8.981890784329323
2021-12-02_17.00.00	0.07390095	22.88494	1.0927956442396864	1.47e-06	2.1629999700840637e-07	303.46371147833855	51.28498127232669	-9.01895647489971
2021-12-02_18.00.00	0.05767666	18.9292	0.8129314625901217	1.001999880336255e-06	7.47700062823466e-08	304.656543099598	35.389887412936226	-8.649134796358737
2021-12-02_19.00.00	0.05720062	18.83084	0.8168262183265025		7.78100038890717e-08	308.3836534167039	33.21465285654137	-8.31456278966914
2021-12-02_20.00.00	0.05761043	18.94202	0.8363906422951506	2.8140000598318722e-08	1.987000029915936e-07	309.3366458240286	32.6940069262238	-8.204682999779209
2021-12-02_21.00.00	0.05533872	18.358	0.8185891644479013	3.881999581176893e-07	1.0850001495796811e-07	305.52207086496946	25.319148597095413	-7.958875839374457
2021-12-02_22.00.00	0.05393101	18.01057	0.809141113471146		3.2639991623537857e-09	304.62818222420725	19.719879416919316	-7.626144125337532
2021-12-02_23.00.00	0.05850446	19.13076	0.9256074430849314			303.59777430400476	16.59555294467995	-7.04151909083987
2021-12-03_00.00.00	0.06574563	20.89666	1.0999383731713883			301.3185946106893	15.513443200989949	-6.491969684988419
2021-12-03_01.00.00	0.07036534	22.02624	1.2128716307176832			301.07365639422363	12.893409491142803	-5.781922489146837
2021-12-03_02.00.00	0.08083264	24.58715	1.4402976635653812			301.83128628852165	10.332337365603436	-5.130923281917319
2021-12-03_03.00.00	0.09912581	29.01322	1.8227627367098453			302.51209617388713	10.138757599239103	-4.542158135538614
2021-12-03_04.00.00	0.1108571	31.9173	2.0443602477039517			299.5165252344797	11.101382611469148	-3.5536938694701234
2021-12-03_05.00.00	0.1229556	34.88814	2.2607368295090793			299.5030519577192	16.083841939547902	-2.7067582592222266
2021-12-03_06.00.00	0.1416008	39.24716	2.6369707122984414			297.5681107637338	22.9561382780781	-1.9708632837203481
2021-12-03_07.00.00	0.1532799	41.98838	2.872342118646603			296.99501265445883	26.784667348095834	-0.9012490228394654
2021-12-03_08.00.00	0.1548292	42.43526	2.89080922607473			294.96095727259194	29.642462785141145	-0.2489728877829407
2021-12-03_09.00.00	0.1556569	42.68966	2.902600293176175			295.80210659520617	31.201412140576224	0.38895904953011495
2021-12-03_10.00.00	0.1539659	42.36931	2.85966972806414			297.72603096620514	33.07870539300414	0.4191059938009971
2021-12-03_11.00.00	0.1555328	42.7862	2.8905519490232443			298.7683861843085	33.299896929292004	0.9273282870436788
2021-12-03_12.00.00	0.1605835	43.95019	2.9998205043826847			298.5075554563049	34.585075254335635	1.1255122313465336
2021-12-03_13.00.00	0.164068	44.71987	3.0836778651987915			297.6892585975882	36.70835281476128	1.1353877724977792
2021-12-03_14.00.00	0.1619562	44.28259	3.0407574715050707			295.91566175375914	38.170812606009086	1.2657597390098658
2021-12-03_15.00.00	0.1563965	43.05124	2.9301956502228736			295.2507443799315	36.45675461083925	1.7663366902800703
2021-12-03_16.00.00	0.1482507	41.23077	2.773871720465492			293.00174929283907	33.607027321560224	1.9181693467505738
2021-12-03_17.00.00	0.1526673	42.28148	2.856972507254614			290.25193538782196	32.99513504430698	2.062435369640241
2021-12-03_18.00.00	0.1562575	43.15259	2.9151150267747625			286.0975509900253	34.89703181438003	1.9915806936943454
2021-12-03_19.00.00	0.1568744	43.30005	2.9295635264905613			282.37334375465235	35.96960458080178	2.0904087724039755
2021-12-03_20.00.00	0.1557582	43.04324	2.909051365662488			280.9502009825815	36.46339648737999	2.178785464220198
2021-12-03_21.00.00	0.1524672	42.30382	2.8426514494271093			280.02597885960995	36.649990879687124	2.264345143288665
2021-12-03_22.00.00	0.1518723	42.17361	2.829217099949143			280.7238722644037	36.74881628170874	2.3479336262461743
2021-12-03_23.00.00	0.1536562	42.57317	2.8585362132407934			280.69026351049575	37.175181943956474	2.3986212411082306
2021-12-04_00.00.00	0.152655	42.36343	2.8296679331079666			280.54172249516154	36.4183707471442	2.7421410780672204
2021-12-04_01.00.00	0.1373029	38.82878	2.5209629939868967			281.65899955337204	34.91932989646438	2.9728566704229706
2021-12-04_02.00.00	0.1113164	32.68185	2.003440332665211			282.30370701205896	29.542212124179322	3.0807893256489933
2021-12-04_03.00.00	0.09573032	28.88342	1.6907601639393306			283.2063421170165	23.075416251525564	2.938356067431414
2021-12-04_04.00.00	0.08813256	26.99671	1.5346369701139797			284.64727556945064	18.41109640984874	2.6642980907267315
2021-12-04_05.00.00	0.087506	26.82746	1.5221389894396744			288.23068334077715	15.281839898000356	2.6519279290641293
2021-12-04_06.00.00	0.08931336	27.28302	1.5519322703203995			290.73328867053743	14.50094117803128	2.7181449841680205
2021-12-04_07.00.00	0.0887479	27.16219	1.5299353815777663			292.8679097811523	15.332041026611499	2.7554980040033
