date	tau	Tb	pwv	lwp	iwp	o3	RHs	Ts
2021-11-11_18.00.00	0.0412349	13.85946	0.38545696592574863		0.00036332007060160945	146.19633020693763	98.73846944158369	-38.9536460024016
2021-11-11_19.00.00	0.04118551	13.85153	0.38461513148053966		0.00022945699584168486	145.78446479082925	98.92823429394159	-39.019796361473254
2021-11-11_20.00.00	0.04110695	13.83601	0.3827438896700272		0.001576308971789272	146.4961292243561	98.9712434367742	-39.00575563325427
2021-11-11_21.00.00	0.04097363	13.80702	0.38037813743381094		0.001084459867771562	146.4918118207533	98.7576143195388	-38.6882417615376
2021-11-11_22.00.00	0.04079432	13.76406	0.37637598348640317		0.0016022601489813623	145.56263957123716	98.74552488764935	-38.76183516891754
2021-11-11_23.00.00	0.04068117	13.73685	0.37362102491997484		0.0013541998982858168	143.6851272889683	98.88980102406478	-38.668398274468984
2021-11-12_00.00.00	0.04072776	13.74757	0.3737777844257636		0.0014214398540102313	142.67943278249217	98.92767937387575	-38.57431395262887
2021-11-12_01.00.00	0.040754	13.75505	0.37392347503515116		0.0008219101325275974	142.68352687211552	99.08210424263899	-38.55664642836652
2021-11-12_02.00.00	0.04081163	13.76941	0.37464414993867234		0.0008094689921321087	143.81256513324402	99.24180071018499	-38.62903440477558
2021-11-12_03.00.00	0.04090284	13.79441	0.3760917820923205		0.00038820803542046845	143.33936281077862	99.45790904272361	-38.63095305231437
2021-11-12_04.00.00	0.04125691	13.87939	0.38179944356358636		0.00032872887187004516	144.1954369510198	99.28940361448154	-38.55488506806884
2021-11-12_05.00.00	0.04160949	13.96358	0.3876324528076106		0.0003440278816525563	144.25245645377402	99.06114498740045	-38.44798496457875
2021-11-12_06.00.00	0.04196596	14.04558	0.39282436353845696		0.0006344200795763903	141.9643814202769	98.8213323059777	-38.28542036500923
2021-11-12_07.00.00	0.04203222	14.06071	0.39344811080862774		0.00032336703862147366	140.75007443799316	98.80590765549042	-38.203162989814444
2021-11-12_08.00.00	0.04214257	14.08587	0.39498399497412273		0.0004087160080174709	142.54983623641508	98.7375414172789	-38.24176826140686
2021-11-12_09.00.00	0.0421532	14.08975	0.3949184790738026		0.0002084300116672151	144.0205076671133	98.9068380932832	-38.18197983123778
2021-11-12_10.00.00	0.04214122	14.09044	0.3950438268465612		8.914999850420319e-05	144.89247431889237	98.91067038686347	-38.232018909499686
2021-11-12_11.00.00	0.04220063	14.1064	0.3957752714871212		0.00028807900798755496	145.3608009528063	98.73366503386076	-38.218589617566124
2021-11-12_12.00.00	0.04221952	14.1141	0.39620845424357554		0.00018925700780805934	146.60067738573767	98.50012485559122	-38.14082515452634
2021-11-12_13.00.00	0.04239923	14.15417	0.39897178927214527		0.0003210970173811589	147.76458984665774	98.43546947053392	-38.15665031828297
2021-11-12_14.00.00	0.04264731	14.21113	0.4032500673108565		0.0002551870045173064	148.73600565728748	98.31663213918021	-38.10938143278122
2021-11-12_15.00.00	0.04275701	14.23589	0.4049445059383133		0.0006893780476860023	150.03357153491143	98.26071039756748	-38.163397197437945
2021-11-12_16.00.00	0.04288383	14.2663	0.4072899153379005		0.0005845780357196279	150.13566324251897	98.31718234008191	-38.14879959293202
2021-11-12_17.00.00	0.04292633	14.27652	0.4083510335955964		0.0006709091453017022	149.3152076820009	98.31308738158886	-38.3253327549796
2021-11-12_18.00.00	0.04300021	14.29423	0.4093986896819936		0.0006602979627247435	149.5633095131755	98.18703024973101	-38.365259759032625
2021-11-12_19.00.00	0.04295128	14.2869	0.40952313997666556		0.00019738699255093188	148.8970150364746	97.94923922850566	-38.40338119191267
2021-11-12_20.00.00	0.04302441	14.30591	0.4113779280222575		8.96220121458701e-05	148.97498883430103	97.25163582613298	-38.33186057006188
2021-11-12_21.00.00	0.04310919	14.32664	0.41417417058066835		5.805698985849762e-05	149.90955783832067	96.41069065746865	-38.26423122071222
2021-11-12_22.00.00	0.04303574	14.3106	0.41368295090794865		6.824501151763545e-05	150.91871371147835	95.85935304205466	-38.23639097622166
2021-11-12_23.00.00	0.04306977	14.31744	0.4149753193526191		4.988611003081341e-05	151.61340628256661	95.61550621385899	-38.30543623581312
2021-11-13_00.00.00	0.04292766	14.28265	0.41255930834355464		0.0003496553684147545	151.22323954146196	95.28888564922872	-38.39055786737512
2021-11-13_01.00.00	0.04296531	14.29116	0.41396685314266907		0.0004965100068806653	150.1294848890874	94.840587952926	-38.39022026008246
2021-11-13_02.00.00	0.0431457	14.33202	0.4177990845723517		0.0009821641188260987	148.3377251749293	93.9208979681336	-38.28037926105179
2021-11-13_03.00.00	0.04328209	14.36525	0.4212926676040326		0.0007403679660154965	146.20187583742742	92.69638494559956	-38.05915065722357
2021-11-13_04.00.00	0.04335411	14.38276	0.4235498249917731		0.00035370658449756186	145.62583742742297	91.68485518748862	-37.948842352739774
2021-11-13_05.00.00	0.04348274	14.4151	0.42675591587638734		0.0002619075896730188	147.13845466726218	90.55720291991435	-37.76584027093509
2021-11-13_06.00.00	0.04376209	14.47988	0.4328818021359978		0.00047599096538726175	147.09762542801846	89.57009782448371	-37.59313588725803
2021-11-13_07.00.00	0.04406621	14.54934	0.43852095611332154		0.0013632249379244323	149.3083966056275	88.47614507754753	-37.42395465888765
2021-11-13_08.00.00	0.04423984	14.59048	0.4426490561522123		0.0006276919855206869	151.04778919160339	86.9782944263464	-37.22406941009058
2021-11-13_09.00.00	0.04421234	14.58272	0.44285009124360547		0.0005025060579770844	150.84379187137114	85.45954862249879	-37.17321680395551
