date	tau	Tb	pwv	lwp	iwp	o3	RHs	Ts
2021-12-03_06.00.00	0.1139773	32.8042	2.785532354085021			267.9061709096323	19.670641964754708	0.02725189880476364
2021-12-03_07.00.00	0.105052	30.67946	2.5717153797828103		0.00011812400155562868	266.83433824624086	20.036658854379887	0.0066149192472266805
2021-12-03_08.00.00	0.09927335	29.26013	2.4405097675531757		0.002828000119663745	266.82116272145305	21.232758961853833	-0.15488569546943154
2021-12-03_09.00.00	0.09821508	28.99116	2.4148565530858286		0.0032480001196637446	267.58377996129224	22.856467485237324	-0.1964259483031583
2021-12-03_10.00.00	0.09539787	28.31942	2.3428482962874324		0.0026359999401681274	267.50498734554117	24.076205355526923	0.13913780608504567
2021-12-03_11.00.00	0.09406572	28.00444	2.31222574565471		0.00048355820145391446	270.41718773261874	25.863777906283204	0.42166510348698694
2021-12-03_12.00.00	0.09502253	28.2059	2.343885481796153		0.0005674009034612738	272.07882983474764	27.315911740885582	-0.1427459374845057
2021-12-03_13.00.00	0.09852489	29.03341	2.4437173542346007		0.0033140006581505966	271.36750037218997	27.198976047485846	0.6684859539404329
2021-12-03_14.00.00	0.1056568	30.73504	2.6302231728841954		0.005324399437580399	268.6345094536251	26.148259877102202	1.3569639872165453
2021-12-03_15.00.00	0.1106584	31.88326	2.7779932389984143		0.0019766999730756575	266.77534613666813	26.08087492062521	1.7629493768035331
2021-12-03_16.00.00	0.1254137	35.31749	3.165626589284112		0.0034646991952613157	266.27378293881196	28.38963956790939	1.747236998072708
2021-12-03_17.00.00	0.159436	42.96942	4.033392168007898		0.005340586950668621	266.44521363704035	30.586844658350337	1.4621938384677264
2021-12-03_18.00.00	0.1843967	48.40013	4.667017680318305		0.014397119095342088	270.05266488015485	31.499796546877484	0.8175802455031089
2021-12-03_19.00.00	0.1921625	49.91788	4.887797289616179		0.020295001047057767	270.3085827006104	29.037057739442083	0.4309173884706752
2021-12-03_20.00.00	0.1747611	46.11611	4.463005953271307		0.03900993209082478	270.00100491290755	26.032597829299995	-0.11062654989848397
2021-12-03_21.00.00	0.1603177	43.02012	4.088868280132827		0.010589906363119633	268.532380527021	24.974820231443545	-0.6166976755372389
2021-12-03_22.00.00	0.1703741	45.2342	4.320187273760732		0.007751000688066533	268.9005880601459	24.80931326871938	-1.2810668648982642
2021-12-03_23.00.00	0.1951419	50.61232	4.926556376581805		0.008004571155054298	271.7143442012803	30.02334530144873	-2.1847818914669688
2021-12-04_00.00.00	0.1977898	51.19644	4.9761510156460345		0.02625278966105244	273.54801250558285	31.01696842130844	-3.001760694212237
2021-12-04_01.00.00	0.1821599	47.78565	4.589179405869507		0.05143689233254554	273.75241923477745	25.434943505331955	-3.1138026546760216
2021-12-04_02.00.00	0.1610248	43.27886	4.056663774792832		0.006009668830586053	270.9841074884621	19.78402810389227	-1.8492112406229921
2021-12-04_03.00.00	0.1385757	38.1866	3.486044215753732		0.0004127899602118048	271.42615751079353	19.897455973123307	-1.8719319696609773
2021-12-04_04.00.00	0.1236872	34.85295	3.100610285098872		7.881619648786908e-06	268.54522108083967	18.255523160486845	-0.7021897622600477
2021-12-04_05.00.00	0.1326746	37.05235	3.291934663595297		4.0400005983187246e-05	266.7842414768498	20.204544084537865	0.15429050238532227
2021-12-04_06.00.00	0.1511641	41.2553	3.7501450922906634		3.967998923026296e-05	265.7797751972607	23.11306759497893	0.20762377034640167
2021-12-04_07.00.00	0.1611109	43.46979	3.9912226643132795		1.8874000059831872e-07	265.84751377102873	24.125127727145337	-0.01119834556720889
2021-12-04_08.00.00	0.1662908	44.62609	4.096481885900619			266.94026351049575	26.07982997877139	-0.17759791545103099
2021-12-04_09.00.00	0.1677464	44.97635	4.120127441888294			267.2998734554116	28.148728917123613	-0.03627454361787841
2021-12-04_10.00.00	0.1658568	44.57325	4.080288389625153			267.9020023820158	30.47279467606729	0.2454478954626893
2021-12-04_11.00.00	0.1657752	44.61091	4.066078319921022		1.4859999401681276e-06	267.10075182373083	31.21230655800993	0.23604996783524257
2021-12-04_12.00.00	0.1689011	45.28516	4.152101594519401		1.942200017949562e-06	267.2406580318595	29.94190546362858	0.5910354670195375
2021-12-04_13.00.00	0.1745307	46.51574	4.3055404313878		0.001154016513596793	266.1105404198303	28.915845531550907	1.9036061678049805
2021-12-04_14.00.00	0.1734282	46.30299	4.307532832740001		0.0018670000299159362	267.9152151258002	26.224399903914957	3.106419913005425
2021-12-04_15.00.00	0.179428	47.6116	4.4676309570108		0.000832191043168696	269.70630489801994	23.558990267417006	3.95126629328621
2021-12-04_16.00.00	0.1793231	47.57589	4.48286714332725		0.00042953809794477515	268.9587241327974	22.88382565881682	3.814196681622036
2021-12-04_17.00.00	0.1794322	47.55539	4.502859963502558		0.0007910309031621144	266.58255173440523	23.897246502935225	2.7419370165013106
2021-12-04_18.00.00	0.1755538	46.71117	4.419241930176205		0.0008825410596224609	267.13476998660116	23.519200110327162	2.438075174124606
2021-12-04_19.00.00	0.1733359	46.20491	4.361432375026176		9.897998623866933e-05	266.91376358493375	22.37295866329422	2.354121644925442
2021-12-04_20.00.00	0.1703251	45.54151	4.289424716546504		0.010978843449905764	266.05936429953846	22.935349401261185	1.7967738743947166
2021-12-04_21.00.00	0.167017	44.76303	4.215424656714632		0.012592179974272295	264.732358195623	23.422058476726196	0.9964048878601375
2021-12-04_22.00.00	0.1560185	42.35139	3.9102282585933525		0.002080580668322015	262.196032454965	25.350964577984794	0.4048072672928811
